,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
69,6.140,ACS SUSTAIN CHEM ENG,21,2,10,9,0,0,0,0,0,0,0,0,Science Advances
70,4.439,APPL SURF SCI,21,0,10,11,0,0,0,0,0,0,0,0,Science Advances
71,5.194,MON NOT R ASTRON SOC,21,1,11,9,0,0,0,0,0,0,0,0,Science Advances
72,3.589,OPT LETT,21,5,10,6,0,0,0,0,0,0,0,0,Science Advances
73,2.748,PHILOS T R SOC A,21,1,13,7,0,0,0,0,0,0,0,0,Science Advances
74,4.136,SCI BULL,21,7,8,6,0,0,0,0,0,0,0,0,Science Advances
75,9.063,CHEM SCI,20,2,10,8,0,0,0,0,0,0,0,0,Science Advances
76,4.099,DALTON T,20,1,10,9,0,0,0,0,0,0,0,0,Science Advances
77,8.997,GLOBAL CHANGE BIOL,20,6,5,9,0,0,0,0,0,0,0,0,Science Advances
78,3.789,LANGMUIR,20,2,12,6,0,0,0,0,0,0,0,0,Science Advances
79,14.385,PHYS REV X,20,2,14,4,0,0,0,0,0,0,0,0,Science Advances
80,3.174,CLIM PAST,19,0,4,15,0,0,0,0,0,0,0,0,Science Advances
81,6.653,ENVIRON SCI TECHNOL,19,4,8,7,0,0,0,0,0,0,0,0,Science Advances
82,4.690,GEOCHIM COSMOCHIM AC,19,5,9,5,0,0,0,0,0,0,0,0,Science Advances
83,2.949,METEORIT PLANET SCI,19,4,10,5,0,0,0,0,0,0,0,0,Science Advances
84,,NAT ECOL EVOL,19,3,8,8,0,0,0,0,0,0,0,0,Science Advances
85,9.206,NPJ QUANTUM INFORM,19,2,5,12,0,0,0,0,0,0,0,0,Science Advances
86,0.669,ACTA PHYS SIN-CH ED,18,1,11,6,0,0,0,0,0,0,0,0,Science Advances
87,4.622,ADV MATER TECHNOL-US,18,3,10,5,0,0,0,0,0,0,0,0,Science Advances
88,2.176,J APPL PHYS,18,4,13,1,0,0,0,0,0,0,0,0,Science Advances
89,51.941,NAT REV MATER,18,2,9,7,0,0,0,0,0,0,0,0,Science Advances
90,7.536,OPTICA,18,4,11,3,0,0,0,0,0,0,0,0,Science Advances
91,2.069,WATER-SUI,18,4,8,6,0,0,0,0,0,0,0,0,Science Advances
92,11.384,ACS CATAL,17,2,7,8,0,0,0,0,0,0,0,0,Science Advances
93,5.509,ATMOS CHEM PHYS,17,3,8,6,0,0,0,0,0,0,0,0,Science Advances
94,2.213,CHAOS SOLITON FRACT,17,16,0,1,0,0,0,0,0,0,0,0,Science Advances
95,4.019,FRONT MICROBIOL,17,1,7,9,0,0,0,0,0,0,0,0,Science Advances
96,4.011,J BIOL CHEM,17,0,11,6,0,0,0,0,0,0,0,0,Science Advances
97,5.995,LAB CHIP,17,3,9,5,0,0,0,0,0,0,0,0,Science Advances
98,5.914,MACROMOLECULES,17,0,17,0,0,0,0,0,0,0,0,0,Science Advances
99,4.412,MOL PHYLOGENET EVOL,17,0,8,9,0,0,0,0,0,0,0,0,Science Advances
100,4.814,MRS BULL,17,5,6,6,0,0,0,0,0,0,0,0,Science Advances
