,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
68,3.662,J ELECTROCHEM SOC,3,1,0,1,1,0,0,0,0,0,0,0,National Science Review
69,3.790,J HYDROMETEOROL,3,0,0,1,2,0,0,0,0,0,0,0,National Science Review
70,4.100,J PETROL,3,0,3,0,0,0,0,0,0,0,0,0,National Science Review
71,6.945,J POWER SOURCES,3,2,0,1,0,0,0,0,0,0,0,0,National Science Review
72,2.326,J SYST PALAEONTOL,3,0,0,0,3,0,0,0,0,0,0,0,National Science Review
73,12.080,NANO LETT,3,0,1,2,0,0,0,0,0,0,0,0,National Science Review
74,41.577,NATURE,3,0,2,0,1,0,0,0,0,0,0,0,National Science Review
75,1.171,NEW CARBON MATER,3,2,0,0,1,0,0,0,0,0,0,0,National Science Review
76,3.579,NEW J PHYS,3,0,0,1,2,0,0,0,0,0,0,0,National Science Review
77,,ONCOTARGET,3,0,0,0,3,0,0,0,0,0,0,0,National Science Review
78,6.492,ORG LETT,3,2,0,0,1,0,0,0,0,0,0,0,National Science Review
79,1.863,PHYS LETT A,3,0,0,2,1,0,0,0,0,0,0,0,National Science Review
80,2.132,PHYSICA A,3,0,0,0,3,0,0,0,0,0,0,0,National Science Review
81,2.766,PLOS ONE,3,0,0,0,3,0,0,0,0,0,0,0,National Science Review
82,4.448,SCI CHINA CHEM,3,2,1,0,0,0,0,0,0,0,0,0,National Science Review
83,4.610,SCI TOTAL ENVIRON,3,0,0,1,2,0,0,0,0,0,0,0,National Science Review
84,2.280,SEMICOND SCI TECH,3,0,0,0,3,0,0,0,0,0,0,0,National Science Review
85,2.369,SYNLETT,3,1,1,0,1,0,0,0,0,0,0,0,National Science Review
86,,ACS OMEGA,2,0,1,1,0,0,0,0,0,0,0,0,National Science Review
87,6.880,ACS PHOTONICS,2,1,0,0,1,0,0,0,0,0,0,0,National Science Review
88,1.869,ADV ATMOS SCI,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
89,2.576,ADV ENG MATER,2,0,0,0,1,1,0,0,0,0,0,0,National Science Review
90,12.441,ADV SCI,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
91,1.373,ANAT REC,2,0,0,0,2,0,0,0,0,0,0,0,National Science Review
92,4.307,ANTIVIR RES,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
93,4.439,APPL SURF SCI,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
94,3.457,BIOMED PHARMACOTHER,2,0,2,0,0,0,0,0,0,0,0,0,National Science Review
95,8.173,BIOSENS BIOELECTRON,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
96,3.465,CATALYSTS,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
97,4.462,CELL DISCOV,2,0,2,0,0,0,0,0,0,0,0,0,National Science Review
98,14.104,CHEM-US,2,1,0,1,0,0,0,0,0,0,0,0,National Science Review
99,4.446,CHEMELECTROCHEM,2,0,0,2,0,0,0,0,0,0,0,0,National Science Review
100,3.173,CHEMNANOMAT,2,1,0,1,0,0,0,0,0,0,0,0,National Science Review
