,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
67,3.667,EUR CELLS MATER,15,0,0,0,1,1,1,4,2,1,0,5,Biofabrication
68,4.370,INT J NANOMED,15,0,2,3,0,3,3,2,0,0,0,2,Biofabrication
69,3.294,INTEGR BIOL-UK,15,0,1,3,1,2,2,1,2,3,0,0,Biofabrication
70,1.901,J APPL POLYM SCI,15,1,2,2,0,1,0,1,0,0,1,7,Biofabrication
71,12.080,NANO LETT,15,0,1,1,2,2,2,0,1,0,2,4,Biofabrication
72,32.621,NAT MED,15,0,2,1,1,1,3,1,0,2,1,3,Biofabrication
73,3.507,BIOTECHNOL J,14,0,0,3,1,2,0,3,0,2,1,2,Biofabrication
74,4.583,J BONE JOINT SURG AM,14,0,0,1,0,1,1,0,0,0,0,11,Biofabrication
75,50.167,NAT REV DRUG DISCOV,14,0,1,3,1,0,2,2,0,0,0,5,Biofabrication
76,79.260,NEW ENGL J MED,14,0,0,3,0,3,0,0,0,0,0,8,Biofabrication
77,5.587,STEM CELLS,14,0,0,0,1,1,2,0,1,1,3,5,Biofabrication
78,12.102,ANGEW CHEM INT EDIT,13,0,1,3,0,2,0,1,0,1,0,5,Biofabrication
79,9.130,CANCER RES,13,0,1,0,0,1,0,1,0,0,0,10,Biofabrication
80,3.909,INT J BIOL MACROMOL,13,0,0,2,1,1,1,3,0,0,1,4,Biofabrication
81,4.011,J BIOL CHEM,13,0,0,0,0,0,0,1,0,0,0,12,Biofabrication
82,2.467,MATERIALS,13,0,4,3,4,1,1,0,0,0,0,0,Biofabrication
83, ,METHOD MOL BIOL,13,0,2,3,3,2,0,2,0,0,0,1,Biofabrication
84,35.612,NAT REV MOL CELL BIO,13,0,0,0,2,0,1,0,1,1,1,7,Biofabrication
85,11.452,BIOTECHNOL ADV,12,2,5,2,2,1,0,0,0,0,0,0,Biofabrication
86,14.079,HEPATOLOGY,12,0,0,0,0,0,0,2,2,0,4,4,Biofabrication
87,8.784,J CELL BIOL,12,1,0,0,0,0,0,0,0,1,0,10,Biofabrication
88,13.251,J CLIN INVEST,12,0,0,0,0,3,2,1,1,1,0,4,Biofabrication
89,3.239,J MECH BEHAV BIOMED,12,1,2,3,3,1,2,0,0,0,0,0,Biofabrication
90,1.888,J MICROMECH MICROENG,12,0,0,1,1,1,3,0,0,0,2,4,Biofabrication
91,2.384,MICROFLUID NANOFLUID,12,0,1,2,3,0,0,1,1,3,1,0,Biofabrication
92,2.346,RAPID PROTOTYPING J,12,0,0,0,3,0,0,0,2,1,0,6,Biofabrication
93,2.992,REGEN MED,12,0,2,0,0,1,4,1,1,0,2,1,Biofabrication
94,4.929,STEM CELL TRANSL MED,12,1,1,4,1,0,5,0,0,0,0,0,Biofabrication
95,3.309,EXP CELL RES,11,0,0,0,0,1,0,0,0,0,0,10,Biofabrication
96,2.082,J BIOMATER APPL,11,0,3,0,2,0,1,2,2,0,0,1,Biofabrication
97,2.533,J BIOTECHNOL,11,0,0,3,1,0,1,0,2,0,0,4,Biofabrication
98,3.923,J CELL PHYSIOL,11,0,0,3,0,0,0,1,0,1,2,4,Biofabrication
99, ,J MATER CHEM,11,0,0,0,0,0,5,0,1,1,1,3,Biofabrication
100,3.864,ANALYST,10,0,0,1,1,2,0,5,0,0,0,1,Biofabrication
